Variable,Description,URL,Levels,Category,UKB dataset ID,Field ID,Notes,Description,Years collected,UKB Assessment,UKB Category
arm_fat_free_mass_left,Arm fat-free mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23125,,Physical measures,f.23125.0.0,23125,,,2006-2010,ACE/Physical measures,Impedance measures
arm_predicted_mass_left,Arm predicted mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23126,,Physical measures,f.23126.0.0,23126,,,2006-2010,ACE/Physical measures,Impedance measures
arm_predicted_mass_right,Arm predicted mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23122,,Physical measures,f.23122.0.0,23122,,,2006-2010,ACE/Physical measures,Impedance measures
trunk_fat_percentage,Trunk fat percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23127,,Physical measures,f.23127.0.0,23127,,,2006-2010,ACE/Physical measures,Impedance measures
trunk_fat_mass,Trunk fat mass,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23128,,Physical measures,f.23128.0.0,23128,,,2006-2010,ACE/Physical measures,Impedance measures
trunk_fat_free_mass,Trunk fat-free mass,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23129,,Physical measures,f.23129.0.0,23129,,,2006-2010,ACE/Physical measures,Impedance measures
trunk_predicted_mass,Trunk predicted mass,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23130,,Physical measures,f.23130.0.0,23130,,,2006-2010,ACE/Physical measures,Impedance measures
basal_metabolic_rate,Basal metabolic rate,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23105,,Physical measures,"f.23105.0.0	",23105,,,2006-2010,ACE/Physical measures,Impedance measures
body_fat_percent,Body fat percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23099,,Physical measures,f.23099.0.0,23099,,,2006-2010,ACE/Physical measures,Impedance measures
whole_body_fat_mass,Whole body fat mass,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23100,,Physical measures,f.23100.0.0,23100,,,2006-2010,ACE/Physical measures,Impedance measures
whole_body_fat_free_mass,Whole body fat-free mass,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23101,,Physical measures,f.23101.0.0,23101,,,2006-2010,ACE/Physical measures,Impedance measures
whole_body_water_mass,Whole body water mass,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23102,,Physical measures,f.23102.0.0,23102,,,2006-2010,ACE/Physical measures,Impedance measures
leg_fat_percentage_left,Leg fat percentage (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23115,,Physical measures,f.23115.0.0,23115,,,2006-2010,ACE/Physical measures,Impedance measures
leg_fat_percentage_right,Leg fat percentage (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23111,,Physical measures,f.23111.0.0,23111,,,2006-2010,ACE/Physical measures,Impedance measures
leg_fat_mass_left,Leg fat mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23116,,Physical measures,f.23116.0.0,23116,,,2006-2010,ACE/Physical measures,Impedance measures
leg_fat_mass_right,Leg fat mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23112,,Physical measures,f.23112.0.0,23112,,,2006-2010,ACE/Physical measures,Impedance measures
leg_fat_free_mass_left,Leg fat-free mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23117,,Physical measures,f.23117.0.0,23117,,,2006-2010,ACE/Physical measures,Impedance measures
whole_body_impedance,Impedance of whole body,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23106,,Physical measures,f.23106.0.0,23106,,,2006-2010,ACE/Physical measures,Impedance measures
arm_left_impedance,Impedance of arm (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23110,,Physical measures,f.23110.0.0,23110,,,2006-2010,ACE/Physical measures,Impedance measures
arm_right_impedance,Impedance of arm (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23109,,Physical measures,f.23109.0.0,23109,,,2006-2010,ACE/Physical measures,Impedance measures
leg_left_impedance,Impedance of leg (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23108,,Physical measures,f.23108.0.0,23108,,,2006-2010,ACE/Physical measures,Impedance measures
leg_right_impedance,Impedance of leg (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23107,,Physical measures,f.23107.0.0,23107,,,2006-2010,ACE/Physical measures,Impedance measures
FVC_standardized,FVC best score standardized by standing height squared (derived),NA,,Physical measures,NA,NA,,,,,
FVC_best,"Forced vital capacity (FVC), Best measure",http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20151,,Physical measures,f.20151.0.0,20151,,,2006-2010,ACE/Physical measures,Spirometry
FVC_z_score,Forced vital capacity (FVC) Z-score,http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20257,,Physical measures,f.20257.0.0,20257,,,2006-2010,ACE/Physical measures,Spirometry
FEV1_standardized,FEV1 best score standardized by standing height squared (derived),NA,,Physical measures,NA,NA,,,,,
FEV1_best,"Forced expiratory volume in 1-second (FEV1), Best measure",http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20150,,Physical measures,f.20150.0.0,20150,,,2006-2010,ACE/Physical measures,Spirometry
FEV1_predicted,"Forced expiratory volume in 1-second (FEV1), predicted",http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20153,,Physical measures,f.20153.0.0,20153,,,2006-2010,ACE/Physical measures,Spirometry
FEV1_predicted_percentage,"Forced expiratory volume in 1-second (FEV1), predicted percentage",http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20154,,Physical measures,f.20154.0.0,20154,,,2006-2010,ACE/Physical measures,Spirometry
FEV1_z_score,Forced expiratory volume in 1-second (FEV1) Z-score,http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20256,,Physical measures,f.20256.0.0,20256,,,2006-2010,ACE/Physical measures,Spirometry
FEV1_FVC_ratio_z_score,FEV1/ FVC ratio Z-score,http://biobank.ndph.ox.ac.uk/crystal/field.cgi?id=20258,,Physical measures,f.20258.0.0,20258,,,2006-2010,ACE/Physical measures,Spirometry
fractured_heel,Fractured heel,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3082,,Physical measures,"f.3082.0.0	",3082,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
bone_density_measure_foot,Foot measured for bone density,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3081,,Physical measures,"f.3081.0.0	",3081,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_sound_speed,Speed of sound through heel,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3146,,Physical measures,f.3146.0.0,3146,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
ankle_spacing_width,Ankle spacing width,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3143,,Physical measures,f.3143.0.0,3143,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_broadband_attenuation,"Heel Broadband ultrasound attenuation, direct entry",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3144,,Physical measures,"f.3144.0.0	",3144,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_QUI,"Heel quantitative ultrasound index (QUI), direct entry",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3147,,Physical measures,"f.3147.0.0	",3147,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_bone_mineral_density,Heel bone mineral density (BMD),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=3148,,Physical measures,f.3148.0.0,3148,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_bone_mineral_density_t_score,"Heel bone mineral density (BMD) T-score, automated",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=78,,Physical measures,f.78.0.0,78,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
fractured_heel_left,Fractured heel (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4093,,Physical measures,f.4093.0.0,4093,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
fractured_heel_right,Fractured heel (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4096,,Physical measures,f.4096.0.0,4096,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
ankle_spacing_width_left,Ankle spacing width (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4100,,Physical measures,f.4100.0.0,4100,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
ankle_spacing_width_right,Ankle spacing width (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4119,,Physical measures,f.4119.0.0,4119,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_sound_speed_left,Speed of sound through heel (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4103,,Physical measures,f.4103.0.0,4103,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_sound_speed_right,Speed of sound through heel (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4122,,Physical measures,"f.4122.0.0	",4122,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_broadband_attenuation_left,Heel broadband ultrasound attenuation (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4101,,Physical measures,f.4101.0.0,4101,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_broadband_attenuation_right,Heel broadband ultrasound attenuation (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4120,,Physical measures,f.4120.0.0,4120,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_QUI_left,"Heel quantitative ultrasound index (QUI), direct entry (left)",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4104,,Physical measures,f.4104.0.0,4104,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_QUI_right,"Heel quantitative ultrasound index (QUI), direct entry (right)",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4123,,Physical measures,f.4123.0.0,4123,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_bone_mineral_density_left,Heel bone mineral density (BMD) (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4105,,Physical measures,f.4105.0.0,4105,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_bone_mineral_density_right,Heel bone mineral density (BMD) (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4124,,Physical measures,"f.4124.0.0	",4124,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_bone_mineral_density_t_score_left,"Heel bone mineral density (BMD) T-score, automated (left)",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4106,,Physical measures,f.4106.0.0,4106,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
heel_bone_mineral_density_t_score_right,"Heel bone mineral density (BMD) T-score, automated (right)",http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4125,,Physical measures,f.4125.0.0,4125,,,2006-2010,ACE/Physical measures,Bone-densitometry of heel
identify_matches_mean_time,Mean time to correctly identify matches,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20023,,Cognitive function,f.20023.0.0,20023,,,2006-2010,ACE/Cognitive function,Reaction time
maximum_digits_remembered,Maximum digits remembered correctly,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4282,,Cognitive function,f.4282.0.0,4282,,,2006-2010,ACE/Cognitive function,Numeric memory
fluid_intelligence,Fluid intelligence score,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20016,,Cognitive function,"f.20016.0.0	",20016,,,2006-2010,ACE/Cognitive function,Fluid intelligence / reasoning
prospective_memory,Prospective memory result,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20018,,Cognitive function,f.20018.0.0,20018,,,2006-2010,ACE/Cognitive function,Prospective memory
incorrect_matches_round1,Number of incorrect matches in round,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=399,,Cognitive function,f.399.0.1,399,,,2006-2010,ACE/Cognitive function,Pairs matching
incorrect_matches_round2,Number of incorrect matches in round,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=399,,Cognitive function,f.399.0.2,399,,,,,
IMD_services_Scotland,Access to services score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26433,,Material deprivation,f.26433.0.0,26433,,,2009,Population characteristics,Indices of multiple deprivation
IMD_services_Wales,Access to services score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26422,,Material deprivation,f.26422.0.0,26422,,,2008,Population characteristics,Indices of multiple deprivation
IMD_community_safety_Wales,Community safety score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26425,,Material deprivation,f.26425.0.0,26425,,,2008,Population characteristics,Indices of multiple deprivation
IMD_crime_England,Crime score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26416,,Material deprivation,f.26416.0.0,26416,,,2010,Population characteristics,Indices of multiple deprivation
IMD_crime_Scotland,Crime score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26434,,Material deprivation,f.26434.0.0,26434,,,2009,Population characteristics,Indices of multiple deprivation
IMD_education_England,Education score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26414,,Material deprivation,f.26414.0.0,26414,,,2010,Population characteristics,Indices of multiple deprivation
IMD_education_Scotland,Education score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26431,,Material deprivation,f.26431.0.0,26431,,,2009,Population characteristics,Indices of multiple deprivation
IMD_education_Wales,Education score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26421,,Material deprivation,f.26421.0.0,26421,,,2008,Population characteristics,Indices of multiple deprivation
IMD_employment_England,Employment score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26412,,Material deprivation,f.26412.0.0,26412,,,2010,Population characteristics,Indices of multiple deprivation
IMD_employment_Scotland,Employment score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26429,,Material deprivation,"f.26429.0.0	",26429,,,2009,Population characteristics,Indices of multiple deprivation
IMD_employment_Wales,Employment score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26419,,Material deprivation,f.26419.0.0,26419,,,2008,Population characteristics,Indices of multiple deprivation
IMD_health_England,Health score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26413,,Material deprivation,f.26413.0.0,26413,,,2010,Population characteristics,Indices of multiple deprivation
IMD_health_Scotland,Health score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26430,,Material deprivation,f.26430.0.0,26430,,,2009,Population characteristics,Indices of multiple deprivation
IMD_health_Wales,Health score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26420,,Material deprivation,f.26420.0.0,26420,,,2008,Population characteristics,Indices of multiple deprivation
IMD_housing_England,Housing score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26415,,Material deprivation,f.26415.0.0,26415,,,2010,Population characteristics,Indices of multiple deprivation
IMD_housing_Scotland,Housing score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26432,,Material deprivation,f.26432.0.0,26432,,,2009,Population characteristics,Indices of multiple deprivation
IMD_housing_Wales,Housing score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26423,,Material deprivation,f.26423.0.0,26423,,,2008,Population characteristics,Indices of multiple deprivation
IMD_income_England,Income score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26411,,Material deprivation,f.26411.0.0,26411,,,2010,Population characteristics,Indices of multiple deprivation
IMD_income_Scotland,Income score (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26428,,Material deprivation,f.26428.0.0,26428,,,2009,Population characteristics,Indices of multiple deprivation
IMD_income_Wales,Income score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26418,,Material deprivation,f.26418.0.0,26418,,,2008,Population characteristics,Indices of multiple deprivation
IMD_total_England,Index of Multiple Deprivation (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26410,,Material deprivation,f.26410.0.0,26410,,,2010,Population characteristics,Indices of multiple deprivation
IMD_total_Scotland,Index of Multiple Deprivation (Scotland),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26427,,Material deprivation,f.26427.0.0,26427,,,2009,Population characteristics,Indices of multiple deprivation
IMD_total_Wales,Index of Multiple Deprivation (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26426,,Material deprivation,f.26426.0.0,26426,,,2008,Population characteristics,Indices of multiple deprivation
IMD_living_environ_England,Living environment score (England),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26417,,Material deprivation,f.26417.0.0,26417,,,2010,Population characteristics,Indices of multiple deprivation
IMD_phsyical_environ_Wales,Physical environment score (Wales),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=26424,,Material deprivation,f.26424.0.0,26424,,,2008,Population characteristics,Indices of multiple deprivation
townsend_deprivation_index,Townsend deprivation index at recruitment,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=189,,Material deprivation,f.189.0.0,189,,,2006-2010,Population characteristics,Baseline characteristics
LTL_unadj,Adjusted T/S ratio,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=22191,,Blood biomarkers,f.22191.0.0,22191,,,,,
LTL_adj,Unadjusted T/S ratio,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=22190,,Blood biomarkers,f.22190.0.0,22190,,,,,
LTL_zadj,Z-adjusted T/S log,https://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=22192,,Blood biomarkers,f.22192.0.0,22192,,,,,
alanine_aminotransferase,Alanine aminotransferase,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30620,,Blood biomarkers,f.30620.0.0,30620,,,2006-2010,Biological samples/Assay results,Blood biochemistry
albumin,Albumin,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30600,,Blood biomarkers,f.30600.0.0,30600,,,2006-2010,Biological samples/Assay results,Blood biochemistry
alkaline_phosphatase,Alkaline phosphatase,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30610,,Blood biomarkers,f.30610.0.0,30610,,,2006-2010,Biological samples/Assay results,Blood biochemistry
apolipoprotein_A,Apolipoprotein A,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30630,,Blood biomarkers,f.30630.0.0,30630,,,2006-2010,Biological samples/Assay results,Blood biochemistry
apolipoprotein_B,Apolipoprotein B,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30640,,Blood biomarkers,f.30640.0.0,30640,,,2006-2010,Biological samples/Assay results,Blood biochemistry
aspartate_aminotransferase,Aspartate aminotransferase,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30650,,Blood biomarkers,f.30650.0.0,30650,,,2006-2010,Biological samples/Assay results,Blood biochemistry
C_reactive_protein,C-reactive protein,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30710,,Blood biomarkers,f.30710.0.0,30710,,,2006-2010,Biological samples/Assay results,Blood biochemistry
calcium,Calcium,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30680,,Blood biomarkers,f.30680.0.0,30680,,,2006-2010,Biological samples/Assay results,Blood biochemistry
cholesterol,Cholesterol,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30690,,Blood biomarkers,f.30690.0.0,30690,,,2006-2010,Biological samples/Assay results,Blood biochemistry
creatinine,Creatinine,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30700,,Blood biomarkers,f.30700.0.0,30700,,,2006-2010,Biological samples/Assay results,Blood biochemistry
cystatin_C,Cystatin C,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30720,,Blood biomarkers,f.30720.0.0,30720,,,2006-2010,Biological samples/Assay results,Blood biochemistry
direct_bilirubin,Direct bilirubin,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30660,,Blood biomarkers,f.30660.0.0,30660,,,2006-2010,Biological samples/Assay results,Blood biochemistry
gamma_glutamyltransferase,Gamma glutamyltransferase,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30730,,Blood biomarkers,f.30730.0.0,30730,,,2006-2010,Biological samples/Assay results,Blood biochemistry
glucose,Glucose,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30740,,Blood biomarkers,f.30740.0.0,30740,,,2006-2010,Biological samples/Assay results,Blood biochemistry
hbA1c,Glycated haemoglobin (HbA1c),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30750,,Blood biomarkers,f.30750.0.0,30750,,,2006-2010,Biological samples/Assay results,Blood biochemistry
HDL_cholesterol,HDL cholesterol,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30760,,Blood biomarkers,f.30760.0.0,30760,,,2006-2010,Biological samples/Assay results,Blood biochemistry
IGF1,IGF-1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30770,,Blood biomarkers,f.30770.0.0,30770,,,2006-2010,Biological samples/Assay results,Blood biochemistry
LDL_direct,LDL direct,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30780,,Blood biomarkers,f.30780.0.0,30780,,,2006-2010,Biological samples/Assay results,Blood biochemistry
lipoprotein_a,Lipoprotein A,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30790,,Blood biomarkers,f.30790.0.0,30790,,,2006-2010,Biological samples/Assay results,Blood biochemistry
oestradiol,Oestradiol,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30800,,Blood biomarkers,f.30800.0.0,30800,,,2006-2010,Biological samples/Assay results,Blood biochemistry
phosphate,Phosphate,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30810,,Blood biomarkers,f.30810.0.0,30810,,,2006-2010,Biological samples/Assay results,Blood biochemistry
rheumatoid_factor,Rheumatoid factor,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30820,,Blood biomarkers,f.30820.0.0,30820,,,2006-2010,Biological samples/Assay results,Blood biochemistry
SHBG,SHBG,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30830,,Blood biomarkers,f.30830.0.0,30830,,,2006-2010,Biological samples/Assay results,Blood biochemistry
testosterone,Testosterone,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30850,,Blood biomarkers,f.30850.0.0,30850,,,2006-2010,Biological samples/Assay results,Blood biochemistry
total_bilirubin,Total bilirubin,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30840,,Blood biomarkers,f.30840.0.0,30840,,,2006-2010,Biological samples/Assay results,Blood biochemistry
total_protein,Total protein,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30860,,Blood biomarkers,f.30860.0.0,30860,,,2006-2010,Biological samples/Assay results,Blood biochemistry
triglycerides,Triglycerides,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30870,,Blood biomarkers,f.30870.0.0,30870,,,2006-2010,Biological samples/Assay results,Blood biochemistry
urate,Urate,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30880,,Blood biomarkers,f.30880.0.0,30880,,,2006-2010,Biological samples/Assay results,Blood biochemistry
urea,Urea,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30670,,Blood biomarkers,f.30670.0.0,30670,,,2006-2010,Biological samples/Assay results,Blood biochemistry
vitamin_D,Vitamin D,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30890,,Blood biomarkers,f.30890.0.0,30890,,,2006-2010,Biological samples/Assay results,Blood biochemistry
basophill_count,Basophill count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30160,,Blood count,f.30160.0.0,30160,,,2006-2010,Biological samples/Assay results,Blood count
basophill_percentage,Basophill percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30220,,Blood count,f.30220.0.0,30220,,,2006-2010,Biological samples/Assay results,Blood count
eosinophill_count,Eosinophill count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30150,,Blood count,f.30150.0.0,30150,,,2006-2010,Biological samples/Assay results,Blood count
eosinophill_percentage,Eosinophill percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30210,,Blood count,f.30210.0.0,30210,,,2006-2010,Biological samples/Assay results,Blood count
haematocrit_percentage,Haematocrit percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30030,,Blood count,f.30030.0.0,30030,,,2006-2010,Biological samples/Assay results,Blood count
haemoglobin_concentration,Haemoglobin concentration,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30020,,Blood count,f.30020.0.0,30020,,,2006-2010,Biological samples/Assay results,Blood count
high_light_scatter_reticulocyte_count,High light scatter reticulocyte count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30300,,Blood count,f.30300.0.0,30300,,,2006-2010,Biological samples/Assay results,Blood count
high_light_scatter_reticulocyte_percentage,High light scatter reticulocyte percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30290,,Blood count,f.30290.0.0,30290,,,2006-2010,Biological samples/Assay results,Blood count
immature_reticulocyte_fraction,Immature reticulocyte fraction,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30280,,Blood count,f.30280.0.0,30280,,,2006-2010,Biological samples/Assay results,Blood count
lymphocyte_count,Lymphocyte count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30120,,Blood count,f.30120.0.0,30120,,,2006-2010,Biological samples/Assay results,Blood count
lymphocyte_percentage,Lymphocyte percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30180,,Blood count,f.30180.0.0,30180,,,2006-2010,Biological samples/Assay results,Blood count
mean_corpuscular_haemoglobin,Mean corpuscular haemoglobin,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30050,,Blood count,f.30050.0.0,30050,,,2006-2010,Biological samples/Assay results,Blood count
mean_corpuscular_haemoglobin_concentration,Mean corpuscular haemoglobin concentration,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30060,,Blood count,f.30060.0.0,30060,,,2006-2010,Biological samples/Assay results,Blood count
mean_corpuscular_volume,Mean corpuscular volume,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30040,,Blood count,f.30040.0.0,30040,,,2006-2010,Biological samples/Assay results,Blood count
mean_platelet_volume,Mean platelet (thrombocyte) volume,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30100,,Blood count,f.30100.0.0,30100,,,2006-2010,Biological samples/Assay results,Blood count
mean_reticulocyte_volume,Mean reticulocyte volume,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30260,,Blood count,f.30260.0.0,30260,,,2006-2010,Biological samples/Assay results,Blood count
mean_sphered_cell_volume,Mean sphered cell volume,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30270,,Blood count,f.30270.0.0,30270,,,2006-2010,Biological samples/Assay results,Blood count
monocyte_count,Monocyte count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30130,,Blood count,f.30130.0.0,30130,,,2006-2010,Biological samples/Assay results,Blood count
monocyte_percentage,Monocyte percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30190,,Blood count,f.30190.0.0,30190,,,2006-2010,Biological samples/Assay results,Blood count
neutrophill_count,Neutrophill count,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30140,,Blood count,f.30140.0.0,30140,,,2006-2010,Biological samples/Assay results,Blood count
neutrophill_percentage,Neutrophill percentage,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=30200,,Blood count,f.30200.0.0,30200,,,2006-2010,Biological samples/Assay results,Blood count
